pipeline,resource,organisation,value,entity
infrastructure-funding-statement,,local-authority-eng:KEN,006a45b593a03962463e446f2b307262111ffca242b03bfebf131d12c11e0ad4,8100000
infrastructure-funding-statement,,local-authority-eng:KIN,0361ecdc4ae9068421f26514c9cb4a09ef237d6500a6d5cb34fc5c8f6e4e65ee,8100001
infrastructure-funding-statement,,local-authority-eng:LCE,06504c79a74a5ffbdf2b865b61760dbf24102118099320efab5449846a1c7a45,8100002
infrastructure-funding-statement,,local-authority-eng:TWH,06c201ec324bdbfa4ddd41665fe88e1ec49853f48caf4ae2faa25da6f161cf5d,8100003
infrastructure-funding-statement,,local-authority-eng:BRC,06ff3c98b372b5ef9c8372a336b6ab94be2929b7f68eecf92bd96eeef8cffc21,8100004
infrastructure-funding-statement,,local-authority-eng:HUN,0879466b7fec84e5f178d2cf50cbf9058fcd37251a7f2cfc49b75affe2c0fc1a,8100005
infrastructure-funding-statement,,local-authority-eng:GRT,087ddd9f760a0484c52983764030316b4c33011ebc445fbdd9de3abad927be4a,8100006
infrastructure-funding-statement,,local-authority-eng:HIL,089ffcd78ad81c3ffaa43342a8a7a66fabf7be3562bb203981b09a5a56683e2e,8100007
infrastructure-funding-statement,,local-authority-eng:DOV,09adbeae5f95f03ad40048411fe319a529a40e89ff11ec3568e6c7c2efeda67b,8100008
infrastructure-funding-statement,,national-park-authority:Q72617158,0b4ed56ad48a25e24987af3cd0435929fbd7e0fdc66213f701577284bc884130,8100009
infrastructure-funding-statement,,local-authority-eng:BOS,0c979d628ff89fdb367c1d2d710899bdf3432b233089a4b754c8b7adecd3308d,8100010
infrastructure-funding-statement,,local-authority-eng:HAA,1091f2a5a25059d734d7babe775d4acba270a498bb060eee0b864b96cf6bc413,8100011
infrastructure-funding-statement,,local-authority-eng:HOR,10c202033bada77261d74cf7232fc0ab9c8a42b310667590de539b4749149822,8100012
infrastructure-funding-statement,,local-authority-eng:CHA,10fbff9a342fbc7317506e1c1f6c612d01fbe9643142bb755b99dd8064e288e6,8100013
infrastructure-funding-statement,,local-authority-eng:BRT,113b9edffbff4c225426f01549c94676405ccb769d7c3eabba04eb04e3382cd3,8100014
infrastructure-funding-statement,,local-authority-eng:BAB,11f4fb07484fe4360fc6d9fd6605f7f056cc8ce054a55217b2ef8a6ec0febf5d,8100015
infrastructure-funding-statement,,local-authority-eng:EDO,128f71b6690181ddeb3d80423220958032e8a454013f6eca86cd8a1e1af96a87,8100016
infrastructure-funding-statement,,local-authority-eng:SNO,143b0a45cc1820c9a7379ebaaf8b7654cca269aed6dc389ea6afd4d5fced505d,8100017
infrastructure-funding-statement,,local-authority-eng:EPP,14d67e2a893ae78bd76c457338d481e601559ca4eb073d72f124f140b6727ee8,8100018
infrastructure-funding-statement,,local-authority-eng:ALL,16fa70abec2eb985141ed00f939de913c34bec572d6e7bf5bd87c76c6ae9c201,8100019
infrastructure-funding-statement,,local-authority-eng:HAA,185739feb057a64f4eb1d67d517fa0a4cd536bb8193443571cec9831fbb60e73,8100020
infrastructure-funding-statement,,local-authority-eng:DNC,18cd32c8a0a3769fd005819320145d71fda95f4ce7fec230494b2f4f55bbfaa7,8100021
infrastructure-funding-statement,,local-authority-eng:LDS,1a12a30f86f0eca7344d939a52d94728dc47a7bdefec0e63112cf9167cea7dc8,8100022
infrastructure-funding-statement,,government-organisation:D4,1b70255ed4436e67e6c7a805c58eeaa1d941ce5cbb1a52ba3ce6dcd3d5ea6481,8100023
infrastructure-funding-statement,,local-authority-eng:CHS,1cec396c0ea7a162dc7d3ab591112b2de0a370355d362bfeca481db9549dc673,8100024
infrastructure-funding-statement,,local-authority-eng:KIN,1f1cd2dba43c064b5e3ebae59e2e0119545f2e873030079b6a2098c41d5a78cb,8100025
infrastructure-funding-statement,,local-authority-eng:BNH,20263be3973e460fe07eb1f9d7f963dba8954cf8528954b647681ba01c39f5c7,8100026
infrastructure-funding-statement,,local-authority-eng:BST,21fb89f2136f9b7a53427620b392a1d5258aadcc04e217086d99c658d1472459,8100027
infrastructure-funding-statement,,local-authority-eng:WAR,23eeccab8e571e5d4ccec6f1f91545e0e2b2308ebd9c9ad3f222a13ac25c69fc,8100028
infrastructure-funding-statement,,local-authority-eng:KIR,244925ef43ac055594afc22dc9c73c8bfe26f9afb20ff6d232979242deb5fe88,8100029
infrastructure-funding-statement,,local-authority-eng:BIR,26ac42b2219b2e18f218c71534e08667d2a8b3bff4ff0beffb826142f55d0cc8,8100030
infrastructure-funding-statement,,local-authority-eng:IPS,277ecea1f541de103b16654927fdd67a5d8aac92e656bb7f3ea60a063512ccec,8100031
